"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","population_proper","density","source","incorporated","timezone","zips","id"
"Lyman","Lyman","WA","Washington","53057","Skagit","48.5230","-122.0634","468","468","269","polygon","True","America/Los_Angeles","98263 98284","1840021069"
"Arlington","Arlington","WA","Washington","53061","Snohomish","48.1697","-122.1446","19212","19212","756","polygon","True","America/Los_Angeles","98223","1840018378"
"Ruston","Ruston","WA","Washington","53053","Pierce","47.2982","-122.5100","828","828","1202","polygon","True","America/Los_Angeles","98407","1840021132"
"McCleary","McCleary","WA","Washington","53027","Grays Harbor","47.0584","-123.2723","1691","1691","318","polygon","True","America/Los_Angeles","98557","1840019846"
"Sammamish","Sammamish","WA","Washington","53033","King","47.6019","-122.0419","64548","64548","1219","polygon","True","America/Los_Angeles","98029 98075 98074","1840021115"
"Covington","Covington","WA","Washington","53033","King","47.3668","-122.1044","20916","20916","1363","polygon","True","America/Los_Angeles","98042","1840018425"
"McMillin","McMillin","WA","Washington","53053","Pierce","47.1286","-122.2374","","","245.2","polygon","False","America/Los_Angeles","98360 98374","1840023837"
"La Grande","La Grande","WA","Washington","53053","Pierce","46.8199","-122.2962","","","8.7","polygon","False","America/Los_Angeles","98328","1840023834"
"Cromwell","Cromwell","WA","Washington","53053","Pierce","47.2743","-122.6224","","","394.2","point","False","America/Los_Angeles","98335","1840037543"
"Berrydale","Berrydale","WA","Washington","53033","King","47.3398","-122.1279","","","358.7","point","False","America/Los_Angeles","98042","1840037515"
"Wenatchee","Wenatchee","WA","Washington","53007","Chelan","47.4338","-120.3285","71512.0","33962","1325","polygon","True","America/Los_Angeles","98801","1840021074"
"Urban","Urban","WA","Washington","53057","Skagit","48.6179","-122.6921","","","2.8","point","False","America/Los_Angeles","98221","1840037597"
"Maplewood","Maplewood","WA","Washington","53053","Pierce","47.3715","-122.5689","","","153.7","polygon","False","America/Los_Angeles","98332","1840037569"
"Marys Corner","Marys Corner","WA","Washington","53041","Lewis","46.5471","-122.8226","","","112.6","point","False","America/Los_Angeles","98532","1840037570"
"Mattawa","Mattawa","WA","Washington","53025","Grant","46.7364","-119.9019","5122.0","4556","2388","polygon","True","America/Los_Angeles","99349","1840022292"
"Cove","Cove","WA","Washington","53033","King","47.4520","-122.5079","","","125.5","point","False","America/Los_Angeles","98070","1840037635"
"Chico","Chico","WA","Washington","53035","Kitsap","47.6234","-122.7198","","","438.7","polygon","False","America/Los_Angeles","98312 98383","1840037630"
"Maple Falls","Maple Falls","WA","Washington","53073","Whatcom","48.9135","-122.1049","","","154.4","polygon","False","America/Los_Angeles","98244","1840017290"
"Colvos","Colvos","WA","Washington","53033","King","47.4762","-122.4907","","","118.3","point","False","America/Los_Angeles","98070","1840037541"
"Ames Lake","Ames Lake","WA","Washington","53033","King","47.6346","-121.9664","","","379.3","polygon","False","America/Los_Angeles","98053 98014","1840037846"
"Ellisforde","Ellisforde","WA","Washington","53047","Okanogan","48.7899","-119.4012","","","28.7","point","False","America/Los_Angeles","98855","1840037843"
"Selah","Selah","WA","Washington","53077","Yakima","46.6482","-120.5389","7859","7859","662","polygon","True","America/Los_Angeles","98942","1840021149"
"Pine Lake","Pine Lake","WA","Washington","53033","King","47.5787","-122.0462","","","1057.1","point","False","America/Los_Angeles","98075","1840037881"
"Tampico","Tampico","WA","Washington","53077","Yakima","46.5325","-120.8727","","","35.6","polygon","False","America/Los_Angeles","98903","1840023857"
"Colton","Colton","WA","Washington","53075","Whitman","46.5675","-117.1285","467","467","292","polygon","True","America/Los_Angeles","99113","1840022315"
"Usk","Usk","WA","Washington","53051","Pend Oreille","48.3138","-117.2797","","","120.0","point","False","America/Los_Angeles","99180","1840037828"
"Cle Elum","Cle Elum","WA","Washington","53037","Kittitas","47.1946","-120.9553","3768.0","1993","179","polygon","True","America/Los_Angeles","98943 98922","1840018440"
"Omak","Omak","WA","Washington","53047","Okanogan","48.4227","-119.5159","8130.0","4787","478","polygon","True","America/Los_Angeles","98841","1840019761"
"Eureka","Eureka","WA","Washington","53071","Walla Walla","46.3032","-118.6167","","","0.0","point","False","America/Los_Angeles","99348","1840033730"
"Harrington","Harrington","WA","Washington","53043","Lincoln","47.4802","-118.2553","411","411","404","polygon","True","America/Los_Angeles","99134","1840019819"
"Sedro-Woolley","Sedro-Woolley","WA","Washington","53057","Skagit","48.5113","-122.2320","11838","11838","1057","polygon","True","America/Los_Angeles","98284","1840021066"
"Cherry Grove","Cherry Grove","WA","Washington","53011","Clark","45.8021","-122.5764","","","120.6","polygon","False","America/Los_Angeles","98604","1840037538"
"La Push","La Push","WA","Washington","53009","Clallam","47.9087","-124.6366","","","149.1","point","False","America/Los_Angeles","98350","1840037839"
"Lake Ketchum","Lake Ketchum","WA","Washington","53061","Snohomish","48.2820","-122.3480","","","352.6","polygon","False","America/Los_Angeles","98292","1840037852"
"Arletta","Arletta","WA","Washington","53053","Pierce","47.2901","-122.6676","","","251.3","point","False","America/Los_Angeles","98335","1840037616"
"Opportunity","Opportunity","WA","Washington","53063","Spokane","47.6574","-117.2399","","","1210.6","point","False","America/Los_Angeles","99206","1840037693"
"Glenoma","Glenoma","WA","Washington","53041","Lewis","46.5146","-122.1601","","","30.1","point","False","America/Los_Angeles","98336","1840037768"
"Curlew","Curlew","WA","Washington","53019","Ferry","48.8777","-118.6045","","","66.4","polygon","False","America/Los_Angeles","99118","1840025242"
"Hartline","Hartline","WA","Washington","53025","Grant","47.6894","-119.1081","154","154","178","polygon","True","America/Los_Angeles","99135","1840021105"
"Midland","Midland","WA","Washington","53053","Pierce","47.1734","-122.4120","","","783.9","polygon","False","America/Los_Angeles","98404 98445","1840018452"
"Adna","Adna","WA","Washington","53041","Lewis","46.6290","-123.0612","","","72.0","point","False","America/Los_Angeles","98532","1840037489"
"Roslyn","Roslyn","WA","Washington","53037","Kittitas","47.2507","-121.0987","947","947","84","polygon","True","America/Los_Angeles","98941 98068 98925","1840019842"
"Deer Park","Deer Park","WA","Washington","53063","Spokane","47.9642","-117.4397","3868.0","4080","229","polygon","True","America/Los_Angeles","99006","1840018400"
"Tracyton","Tracyton","WA","Washington","53035","Kitsap","47.6095","-122.6533","","","787.1","polygon","False","America/Los_Angeles","98311 98310 98393","1840018408"
"Hunts Point","Hunts Point","WA","Washington","53033","King","47.6420","-122.2290","434","434","545","polygon","True","America/Los_Angeles","98004","1840021122"
"Koontzville","Koontzville","WA","Washington","53047","Okanogan","48.0157","-118.9472","","","27.6","point","False","America/Los_Angeles","99116","1840037560"
"Fruitland","Fruitland","WA","Washington","53065","Stevens","48.0710","-118.1989","","","5.1","point","False","America/Los_Angeles","99129","1840037552"
"Chewelah","Chewelah","WA","Washington","53065","Stevens","48.2929","-117.7336","2637","2637","341","polygon","True","America/Los_Angeles","99109","1840018360"
"Mohler","Mohler","WA","Washington","53043","Lincoln","47.4049","-118.3291","","","4.0","point","False","America/Los_Angeles","99134","1840037575"
"East Renton Highlands","East Renton Highlands","WA","Washington","53033","King","47.4718","-122.0854","","","318.4","polygon","False","America/Los_Angeles","98027 98059 98038","1840037866"
"Sunnyside","Sunnyside","WA","Washington","53077","Yakima","46.3159","-120.0058","17927.0","16407","842","polygon","True","America/Los_Angeles","98944","1840021150"
"Long Lake","Long Lake","WA","Washington","53043","Lincoln","47.8360","-117.8488","","","11.4","point","False","America/Los_Angeles","99013","1840037566"
"Wauna","Wauna","WA","Washington","53053","Pierce","47.3861","-122.6693","","","429.3","polygon","False","America/Los_Angeles","98329","1840023842"
"Liberty","Liberty","WA","Washington","53037","Kittitas","47.2537","-120.6654","","","15.0","point","False","America/Los_Angeles","98922","1840037787"
"Normandy Park","Normandy Park","WA","Washington","53033","King","47.4344","-122.3436","6649","6649","1027","polygon","True","America/Los_Angeles","98166","1840019832"
"Mirrormont","Mirrormont","WA","Washington","53033","King","47.4616","-121.9936","","","582.8","polygon","False","America/Los_Angeles","98027","1840037876"
"Parkwood","Parkwood","WA","Washington","53035","Kitsap","47.5265","-122.5986","","","918.9","polygon","False","America/Los_Angeles","98366","1840037518"
"Jamestown","Jamestown","WA","Washington","53009","Clallam","48.1229","-123.0911","","","145.8","polygon","False","America/Los_Angeles","98382","1840037668"
"Forks","Forks","WA","Washington","53009","Clallam","47.9526","-124.3904","4274.0","3832","359","polygon","True","America/Los_Angeles","98331","1840019781"
"Wallula","Wallula","WA","Washington","53071","Walla Walla","46.0847","-118.9056","","","213.0","polygon","False","America/Los_Angeles","99363","1840018489"
"Nighthawk","Nighthawk","WA","Washington","53047","Okanogan","48.9665","-119.6420","","","0.7","point","False","America/Los_Angeles","98827","1840033768"
"SeaTac","SeaTac","WA","Washington","53033","King","47.4445","-122.2986","29140","29140","1126","polygon","True","America/Los_Angeles","98158 98148 98198 98168 98188 98131","1840021116"
"Royal City","Royal City","WA","Washington","53025","Grant","46.9000","-119.6142","2205","2205","639","polygon","True","America/Los_Angeles","99357","1840019816"
"Beaux Arts Village","Beaux Arts Village","WA","Washington","53033","King","47.5854","-122.2009","326","326","1524","polygon","True","America/Los_Angeles","98004","1840019838"
"Steilacoom","Steilacoom","WA","Washington","53053","Pierce","47.1700","-122.5935","6337","6337","1215","polygon","True","America/Los_Angeles","98388","1840022309"
"Northport","Northport","WA","Washington","53065","Stevens","48.9159","-117.7796","296","296","202","polygon","True","America/Los_Angeles","99157","1840022274"
"Eldon","Eldon","WA","Washington","53045","Mason","47.5454","-123.0460","","","9.2","point","False","America/Los_Angeles","98555","1840037764"
"Ridgefield","Ridgefield","WA","Washington","53011","Clark","45.8116","-122.7052","7117.0","7959","422","polygon","True","America/Los_Angeles","98642","1840019909"
"Ryderwood","Ryderwood","WA","Washington","53015","Cowlitz","46.3749","-123.0441","","","332.9","polygon","False","America/Los_Angeles","98581","1840025275"
"Manchester","Manchester","WA","Washington","53035","Kitsap","47.5519","-122.5517","","","870.2","polygon","False","America/Los_Angeles","98366","1840017336"
"Vashon Heights","Vashon Heights","WA","Washington","53033","King","47.5057","-122.4654","","","492.3","point","False","America/Los_Angeles","98070","1840037598"
"Salmon Creek","Salmon Creek","WA","Washington","53011","Clark","45.7099","-122.6632","","","406.7","polygon","False","America/Los_Angeles","98686 98685","1840018520"
"Vantage","Vantage","WA","Washington","53037","Kittitas","46.9453","-119.9923","","","116.0","polygon","False","America/Los_Angeles","98950","1840018441"
"Creston","Creston","WA","Washington","53043","Lincoln","47.7596","-118.5201","226","226","212","polygon","True","America/Los_Angeles","99117","1840021109"
"Soap Lake","Soap Lake","WA","Washington","53025","Grant","47.3914","-119.4892","1579","1579","403","polygon","True","America/Los_Angeles","98851","1840021102"
"Silver Firs","Silver Firs","WA","Washington","53061","Snohomish","47.8635","-122.1497","","","2275.3","polygon","False","America/Los_Angeles","98296 98012 98208","1840037898"
"Plaza","Plaza","WA","Washington","53063","Spokane","47.3202","-117.3838","","","23.5","point","False","America/Los_Angeles","99170","1840037701"
"Machias","Machias","WA","Washington","53061","Snohomish","47.9917","-122.0515","","","258.3","polygon","False","America/Los_Angeles","98258 98290","1840017325"
"Neah Bay","Neah Bay","WA","Washington","53009","Clallam","48.3612","-124.6115","","","1589.2","polygon","False","America/Los_Angeles","98357","1840023937"
"Malo","Malo","WA","Washington","53019","Ferry","48.7998","-118.6119","","","27.2","polygon","False","America/Los_Angeles","99150","1840026093"
"Clyde Hill","Clyde Hill","WA","Washington","53033","King","47.6303","-122.2180","3318","3318","1213","polygon","True","America/Los_Angeles","98004","1840018413"
"Marlin","Marlin","WA","Washington","53025","Grant","47.4074","-118.9850","","","23.8","point","True","America/Los_Angeles","98832","1840037844"
"North Yelm","North Yelm","WA","Washington","53067","Thurston","46.9647","-122.6028","","","190.9","polygon","False","America/Los_Angeles","98597","1840037880"
"Grand Coulee","Grand Coulee","WA","Washington","53025","Grant","47.9391","-119.0031","1042","1042","330","polygon","True","America/Los_Angeles","99133","1840019815"
"Outlook","Outlook","WA","Washington","53077","Yakima","46.3311","-120.0923","","","169.6","polygon","False","America/Los_Angeles","98938","1840023855"
"Clinton","Clinton","WA","Washington","53029","Island","47.9731","-122.3577","","","487.7","polygon","False","America/Los_Angeles","98236","1840037632"
"Evans","Evans","WA","Washington","53065","Stevens","48.7135","-118.0253","","","20.2","point","False","America/Los_Angeles","99126","1840037765"
"Browns Point","Browns Point","WA","Washington","53053","Pierce","47.3036","-122.4369","","","1179.1","polygon","False","America/Los_Angeles","98422","1840037624"
"Kennewick","Kennewick","WA","Washington","53005","Benton","46.1979","-119.1732","232915.0","81607","1147","polygon","True","America/Los_Angeles","99337 99336 99338","1840018481"
"North Marysville","North Marysville","WA","Washington","53061","Snohomish","48.1112","-122.1459","","","77.3","polygon","False","America/Los_Angeles","98223 98271","1840037878"
"Beaver Valley","Beaver Valley","WA","Washington","53031","Jefferson","47.9259","-122.7302","","","34.3","point","False","America/Los_Angeles","98365","1840037528"
"Ahtanum","Ahtanum","WA","Washington","53077","Yakima","46.5581","-120.6099","","","323.4","polygon","False","America/Los_Angeles","98903 98908 98909","1840017368"
"Carbonado","Carbonado","WA","Washington","53053","Pierce","47.0805","-122.0536","701","701","649","polygon","True","America/Los_Angeles","98396 98323","1840022307"
"Hyak","Hyak","WA","Washington","53037","Kittitas","47.3929","-121.3929","","","69.4","point","False","America/Los_Angeles","98068","1840037777"
"Arlington Heights","Arlington Heights","WA","Washington","53061","Snohomish","48.2119","-122.0631","","","226.1","polygon","False","America/Los_Angeles","98223","1840037743"
"North Sultan","North Sultan","WA","Washington","53061","Snohomish","47.8827","-121.8251","","","306.2","polygon","False","America/Los_Angeles","98294","1840037859"
"Pullman","Pullman","WA","Washington","53075","Whitman","46.7342","-117.1661","33276.0","33354","1229","polygon","True","America/Los_Angeles","99164 99163","1840019864"
"Wymer","Wymer","WA","Washington","53037","Kittitas","46.8260","-120.4598","","","0.0","point","False","America/Los_Angeles","98901","1840033748"
"Adelaide","Adelaide","WA","Washington","53033","King","47.3309","-122.3604","","","1388.4","point","False","America/Los_Angeles","98023","1840037521"
"Peaceful Valley","Peaceful Valley","WA","Washington","53073","Whatcom","48.9477","-122.1406","","","762.6","polygon","False","America/Los_Angeles","98295 98244 98266","1840037896"
"West Richland","West Richland","WA","Washington","53005","Benton","46.3115","-119.3997","14596","14596","254","polygon","True","America/Los_Angeles","99320 99353","1840021168"
"Fife Heights","Fife Heights","WA","Washington","53053","Pierce","47.2593","-122.3457","","","523.6","polygon","False","America/Los_Angeles","98422 98424","1840037653"
"Manson","Manson","WA","Washington","53007","Chelan","47.8858","-120.1563","","","683.5","polygon","False","America/Los_Angeles","98831","1840025246"
"Sprague","Sprague","WA","Washington","53043","Lincoln","47.3048","-117.9713","441","441","163","polygon","True","America/Los_Angeles","99032","1840021107"
"Cosmopolis","Cosmopolis","WA","Washington","53027","Grays Harbor","46.9541","-123.7725","1624","1624","452","polygon","True","America/Los_Angeles","98520 98563 98537","1840018448"
"Redondo","Redondo","WA","Washington","53033","King","47.3484","-122.3235","","","1190.8","point","False","America/Los_Angeles","98198","1840037705"
"Waller","Waller","WA","Washington","53053","Pierce","47.2035","-122.3699","","","818.3","polygon","False","America/Los_Angeles","98404 98371 98443","1840037889"
"Addy","Addy","WA","Washington","53065","Stevens","48.3588","-117.8372","","","279.3","polygon","False","America/Los_Angeles","99101","1840025238"
"Matlock","Matlock","WA","Washington","53045","Mason","47.2379","-123.4079","","","1.4","point","False","America/Los_Angeles","98541","1840037793"
"Longbranch","Longbranch","WA","Washington","53053","Pierce","47.2257","-122.7739","","","97.4","polygon","False","America/Los_Angeles","98349 98351","1840023835"
"North Bonneville","North Bonneville","WA","Washington","53059","Skamania","45.6425","-121.9689","999","999","154","polygon","True","America/Los_Angeles","98648 98639","1840019903"
"Pomeroy","Pomeroy","WA","Washington","53023","Garfield","46.4737","-117.5967","1388","1388","303","polygon","True","America/Los_Angeles","99347","1840019891"
"Colville","Colville","WA","Washington","53065","Stevens","48.5454","-117.8986","5064.0","4765","596","polygon","True","America/Los_Angeles","99114","1840018361"
"Palmer","Palmer","WA","Washington","53033","King","47.3143","-121.8923","","","36.7","point","False","America/Los_Angeles","98051","1840037802"
"Skyway","Skyway","WA","Washington","53033","King","47.4915","-122.2543","","","2440.5","point","False","America/Los_Angeles","98178","1840037620"
"Medina","Medina","WA","Washington","53033","King","47.6256","-122.2338","3267","3267","879","polygon","True","America/Los_Angeles","98039","1840019829"
"Algona","Algona","WA","Washington","53033","King","47.2820","-122.2503","3185","3185","933","polygon","True","America/Los_Angeles","98001 98047","1840018415"
"Nine Mile Falls","Nine Mile Falls","WA","Washington","53063","Spokane","47.7757","-117.5461","","","53.5","point","False","America/Los_Angeles","99026","1840037609"
"Black Diamond","Black Diamond","WA","Washington","53033","King","47.3130","-122.0181","4436","4436","262","polygon","True","America/Los_Angeles","98010","1840018418"
"Gold Bar","Gold Bar","WA","Washington","53061","Snohomish","47.8566","-121.6927","2301","2301","824","polygon","True","America/Los_Angeles","98251","1840019786"
"Mesa","Mesa","WA","Washington","53021","Franklin","46.5737","-119.0013","503","503","119","polygon","True","America/Los_Angeles","99326 99343","1840019887"
"Cavalero Corner","Cavalero Corner","WA","Washington","53061","Snohomish","47.9782","-122.1349","","","149.6","point","False","America/Los_Angeles","98205","1840037734"
"Lilliwaup","Lilliwaup","WA","Washington","53045","Mason","47.4634","-123.1143","","","34.3","point","False","America/Los_Angeles","98555","1840037788"
"La Conner","La Conner","WA","Washington","53057","Skagit","48.3927","-122.4945","3475.0","939","915","polygon","True","America/Los_Angeles","98257","1840021068"
"Sheridan Beach","Sheridan Beach","WA","Washington","53033","King","47.7448","-122.2882","","","2013.0","point","False","America/Los_Angeles","98155","1840037884"
